content,type
"【#女子做瑜伽被直播商家称不算偷拍#】最近，来自武汉的小静（化名）在手机上刷到一个直播间，点进一看，竟然是自己正在做瑜伽的画面！小静连忙点进主页，发现她上瑜伽课的店一直在拍摄、直播学员上课的画面，从未提前告知，有些动作和衣着让她觉得“非常不合适”。当她找到店家要说法，却被告知：不算偷拍，现在大家都这样。
黑猫投诉的微博视频",财经
"【独家|#小米面向员工推出优惠购车##小米员工购车贷款年化费率可低至1.6%#】@新浪科技 独家获悉，小米近日向内部员工发送福利政策称，小米正式员工购买小米SU7可专享分期优惠活动。通知显示，2024年3月28日-6月30日期间，小米集团正式员工购买小米SU7并办理汽车分期，可享受银行分期优惠费率，年化费率低至1.6%，首付15%起，最长60期。具体而言，此次活动车型为小米SU7所有车型，对象为小米集团中国大陆籍正式员工；贷款政策为年化利率3.0%，折合年化费率约1.6%；首付比例最低15%，分期期数可选12/24/36/48/60期。员工在小米汽车App上完成小米SU7下定后，主动完成订单锁定；随后交付专家会电话联系员工，为员工开启金融申请入口，选择专享方案“员工1.6%”并提交申请即可。
新浪科技在小米汽车官网看到，面向外部用户，小米也推出了汽车金融服务方案。今年6月30日前购买SU7全系车型，用户可享受如下金融优惠：首付分为15%、33%、50%三种方案，对应12月、24月、36月、48月、60月五个期限，年化费率均为2.5%。对比之下，小米内部员工购买小米SU7可减免0.9个百分点的年化费率。小米SU7于3月28日正式上市，售价21.59万元起。根据雷军公布的最新数据，小米SU7目前已超过10万人大定，锁单量已经超过4万单。（新浪科技）",财经
#段永平称对贵州茅台一股未卖#【拆解茅台年报：进入双千亿时代，目标1731亿，直销占比超45%】#两大铁杆粉丝为何减持茅台# 年报显示，公司直销渠道主要包括自营店、团购以及官方自营平台“i茅台”APP。茅台酒和系列酒产品通过股份销售公司旗下的42家直营店以及团购渠道直接向终端客户销售。值得一提的是，i茅台上市两年间，拓展新赛道优势明显，为公司利润做更多增量贡献。2023年，i茅台实现销售收入223.74亿元，比2022年增加了104.91亿元，增幅达到88.29%。#i茅台销售223.74亿#拆解茅台年报：进入双千亿时代，目标1731亿，直销占比超45%｜财报的秘密①,财经
【#理想汽车回应再遭王兴减持#】4月3日，香港联交所权益披露资料显示，美团创始人、董事及控股股东王兴再次减持理想汽车股票，共涉资超5亿港元，持股比例由21.76%降至21.53%。对于王兴减持，理想汽车回应，本次交易股票为个人行为，交易占王兴总持股比例很小一部分，不涉及美团持股部分。（中证金牛座）#王兴连续三个交易日减持理想汽车#,财经
"#i茅台销售223.74亿#【小调查：你用过i茅台吗？】贵州茅台2023年年报出炉，2023年度实现营业总收入1，505.60亿元，同比增长18.04%；利润总额首次突破千亿，1，036.63亿元，同比增长18.20%；归母净利润747.34亿元，同比增长19.16%；经营活动现金净流量665.93亿元；i茅台线上平台实现销售收入223.74亿元，同比增长88.29%。
 
网页链接",财经
"#i茅台销售223.74亿#【每天净赚2.04亿元！茅台官宣：拟分红387亿元】#贵州茅台2023年度营业总收入1505.60亿元# 4月2日晚间，贵州茅台披露年报显示，2023年公司实现营业收入1476.94亿元，同比增长19.01%；净利润747.34亿元，同比增长19.16%；相当于公司去年每天净赚2.04亿元。公司拟每10股派发现金红利308.76元（含税）。截至2023年12月31日，公司总股本为125619.78万股，以此计算合计拟派发现金红利387.86亿元。
中国商报的微博视频",财经
"#i茅台销售223.74亿#【贵州茅台2023年报披露，i茅台销售223.74亿，增长88.29%！】随着A股贵州茅台2023年报正式发布，业界目光再次聚焦于这家传统酒企的数字化转型之路。在实现“双千亿”业绩的同时，贵州茅台线上直销平台i茅台的表现也十分抢眼，2023年销售收入达到223.74亿元，同比增长率高达88.29%，依然成为行业内备受瞩目的现象级APP。#贵州茅台2023年度营业总收入1505.60亿元# 
贵州茅台2023年报披露，i茅台销售223.74亿，增长88.29%！",财经
"【#手机地震预警如何设置#】一旦发生破坏性地震，留给每个人的时间只有大约12秒，这12秒被称为黄金自救12秒。因此地震预警功能非常重要，在紧急时刻，这提前一分钟的预警，给了我们紧急避险的宝贵时间。手机地震预警如何设置？快跟蓝朋友学起来。（天津消防）#台湾花莲县海域7.3级地震# 
我的眼中藏着星点嘴角有弧线_的微博视频",财经
"【#海啸怎样形成#】它们出其不意，高过摩天大楼，所到之处摧毁一切，这不是电影里的怪物，这是巨型的海啸。或许你认为你永远不会遇到海啸，那倒未必。如果遇到，你如何提前判断？那就要了解一下海啸的工作原理，是如何形成的。（Ridddle)#日本海啸# 
智慧科技迷的微博视频
 ",财经
"【#特斯拉第一季度销量反超比亚迪##特斯拉夺回全球最大纯电动汽车制造商#】特斯拉再次在季度销量上超过了比亚迪，此前比亚迪在去年第四季度首次超越了特斯拉。昨天，比亚迪和特斯拉都发布了第一季度的交付数据（比亚迪数据为估计值），两家汽车制造商都受到了全球电动汽车市场轻微放缓的影响。特斯拉第一季度交付了 386,810 辆汽车，比亚迪交付了约 300,114 辆纯电动汽车 (BEV)。
这也意味着特斯拉重新获得了全球最大纯电动汽车制造商的称号，此前特斯拉在去年的大部分时间里保持着这一头衔，但在第四季度被比亚迪首次超越。
对于特斯拉来说，其交付量同比下降了 8.5%，低于 2023 年第一季度的 422,875 辆，也比第四季度下降了约 20.2%。IT之家注意到，比亚迪的交付量也比其在第四季度创下的 526,409 辆纯电动汽车的纪录高点下降了 43%，不过其纯电动汽车销量相比 2023 年第一季度仍增长了 36%。（IT之家）",财经
"#A股公司实控人18亿元股票分给前妻#【18亿元“分手费”！A股再现天价离婚案】#A股天价离婚案再现# 4月2日晚，铭利达发布公告，公司近日收到实际控制人陶诚和卢萍芳的通知，其经友好协商，已解除婚姻关系，并就离婚财产分割事宜作出相关安排。陶诚拟将其直接、间接持有的合计约7424万股股票，分割过户给卢萍芳。以4月2日收盘价格24.18元/股计算，陶诚拟分割的股份对应的市值高达18亿元。
铭利达实控人18亿元“分手费”！A股再现天价离婚案",财经
"【#多地出现买商品房放置骨灰盒#，记者调查“骨灰房”现象】#你介意邻居房间专门放置骨灰盒吗# 记者调查发现，选择“骨灰房”的业主，大多生活在一、二线大城市，而大城市存在着墓地价格高、管理费用贵、租期短等现实问题，让亲人“入土为安”的代价不小。
“太贵了，买不起。”前段时间，咨询完附近墓地的价格后，北京市朝阳区的赵女士不禁感叹道。她告诉记者，在北京，即使是一些质量一般、地理位置偏远的墓地，价格也要10多万元，并且购买墓地后，只能享有20年的使用权，之后还需要支付“墓地管理费”。
多地出现个人购买商品房放置骨灰盒，记者调查“骨灰房”现象",财经
"【如何看待茅台“双千亿”财报？知名投资人段永平回应】#段永平称茅台财报以后会更好# 4月2日晚间，A股贵州茅台最新财报显示，公司实现营业总收入1505.60亿元，同比增长18.04%，利润总额1036.63亿元，同比增长18.20%，首次达成营收、利润“双千亿”目标。对此，有投资者询问知名投资人段永平如何看待茅台的财报，段永平则回应称，“ 我不太看财报，但刚刚看到网上的消息，蛮正常的。不出意外的话，以后会更好。”#段永平谈茅台财报# 
如何看待茅台“双千亿”财报？知名投资人段永平回应",财经
【看图：#苹果今年市值蒸发超3000亿美元# 投资者猜测最糟糕时期或已过去】苹果今年市值蒸发了超过3000亿美元，也将市值最高美国公司的地位让给了微软。数据显示，随着标普500指数上涨，第一季度苹果股票的回报率落后于该指数21个百分点，是2013年以来的最差表现。但苹果股价跌幅已经足够大，已经逼近关键支撑位165美元，这是去年10月大盘触底反弹时苹果股价创下的低点。,财经
"【#这届中产反向换房#】#你会考虑大房换小房吗# 随着楼市行情的不断变化，一些中产家庭逐渐意识到，单纯的房产持有与财富保障无法画等号，曾经重金购入的房屋，甚至可能为自己的生活带来更大的风险。生活压力的增大致使内心安全感日渐降低，这也成为了部分中产的心病。在这类心理因素的驱使下，“反向换房”的现象开始在房市出现。借由这一方式，有人摆脱了巨额房贷，有人获得了更充裕的流动资金，也有人背上更重的负累。（新周刊）#为何中产家庭开始大房换小房# 
网页链接",财经
"【从114m²到73m²，#这届中产反向换房#】#为何中产家庭开始大房换小房# 作为舶来概念，“中产”在国内的定义并不十分明晰。由于所处环境的差异，人们对这一身份也有着迥然不同的理解。但能形成一定共识的是，在一二线城市有一套及以上房产，并有着较为体面的收入，大概率能够进入中产家庭之列。
和欧美国家有所不同，国内中产家庭的资产配置，往往偏好于房产领域。在房屋价格处在上行期时，他们凭借相对独到的眼光和较为超前的意识，赚得了一笔财富。这其中还有不少人，会在资金积累至一定程度时，进行房产置换。
在早先的这股浪潮中，“小房更换为大房”是更为主流的选择。彼时，房产被视作财富的象征，也一度成为保值、增值的理财工具。但随着楼市行情的不断变化，一些中产家庭逐渐意识到，单纯的房产持有与财富保障无法画等号，曾经重金购入的房屋，甚至可能为自己的生活带来更大的风险。
生活压力的增大致使内心安全感日渐降低，这也成为了部分中产的心病。在这类心理因素的驱使下，“反向换房”的现象开始在房市出现。借由这一方式，有人摆脱了巨额房贷，有人获得了更充裕的流动资金，也有人背上更重的负累。（新周刊）  
从114m²到73m²，这届中产开始反向换房",财经
【#海外部分大规模中国股票基金积极加仓中国#，富达国际旗舰基金增持阿里巴巴幅度达100%】截至4月2日，2024年以来，北向资金净流入A股666.05亿元人民币，已超去年全年净流入量。与此同时，2024年2月，海外部分大规模中国股票基金积极加仓中国。例如，富达国际旗舰中国基金2024年2月加仓中国互联网巨头幅度高达100%。富达国际旗下富达基金-中国焦点基金最新管理规模约26.7亿美元。截至2024年2月底，基金前十大重仓股为阿里巴巴、腾讯控股、工商银行、建设银行、分众传媒（挂钩票据）、中银航空租赁、建设银行、招商银行、银河娱乐、蒙牛集团、新奥能源等。2024年2月，基金对阿里巴巴、分众传媒（挂钩票据）、工商银行进行大手笔加仓，加仓幅度均为100%。同期，基金对银河娱乐减持15.15%。（中国基金报）,财经
【#华为公告拟向股东分配股利770.95亿#】#华为拟分红770.95亿# 据上清所披露，华为投资控股有限公司发布关于分配股利的公告，拟向股东分配股利人民币770.95亿元。华为投资控股有限公司还表示，上述股利分配系公司正常利润分配，对公司生产经营、财务状况及偿债能力无不利影响。（财联社）#华为已撤回遥遥领先商标申请#,财经
【#内部人士回应华为三折屏手机面世时间#】国家知识产权局日前公布了华为一项名为“折叠屏设备”的专利。而根据最新公开信息，华为确实正加速开发全新“三折屏手机”，并且已经开始大举备货，预计最快于今年第二季度面世。4月1日，华为内部人士向记者确认：“对这一专利技术，（华为）早在几年前就开始研发布局，2022年相关专利就有了新进展。”但对于该款手机产量面世时间，该华为内部人士称还需视进展而定。在主流智能终端厂商带动下，折叠屏规模快速增长。作为折叠屏技术及形态演进的方向之一，三折屏终端也吸引了多家产业链上市公司布局。业内普遍认为，随着三折屏终端进入规模量产阶段，产业链显示模组、铰链等相关设备有望放量。（证券日报）#华为已撤回遥遥领先商标申请##余承东否认被下令禁提遥遥领先#,财经
"【#中产品牌瞄准县城贵妇#】“北漂十年，不如县城贵妇。”这句话刺痛了不少“小镇做题家”，他们寒窗苦读，通过了各种考试，终于在北京有了立足之地，但是节假日回到家后却发现，生活上还不如县城里的“贵妇们”。
当北京白领们等着下班去盒马、山姆捡漏打折生鲜时，贵妇们正在县城代购群里加价抢货，毫不心疼。
“县城贵妇”，正在成为一个备受消费品牌关注的群体。她们有钱、有闲、在当地社交圈子里还有地位，成为了县城时尚消费的风向标。欧舒丹、Lululemon、星巴克、海底捞等本来专注于城市白领的消费品牌开始盯上她们，并将三线及以下城市列为了重点开拓的新市场。
数据显示，星巴克在中国开设了6800多家店，其中有486 家位于县级市。海底捞的1300 多家店里，也有 50 家位于县城，111 家位于县级市。3月4日，海底捞发布公告称，将推行特许加盟模式，不少网友喊出“县城海底捞不是梦”的口号。
过去，县城只有“蜜雪冰城们”的厮杀，如今，“海底捞们”也不愿放过这口“蚊子腿肉”。县城真的在经历消费升级吗？“贵妇们”是真实的商业机会吗？（棱镜）",财经
【#华为已撤回遥遥领先商标申请#】#余承东否认被下令禁提遥遥领先#据媒体报道，近日，任正非在华为内部给余承东下了“禁令”，每再提一句“遥遥领先”罚款一万。对此，有媒体向余承东求证，其回复称系谣言。天眼查知识产权信息显示，去年9月，华为技术有限公司申请注册两枚“遥遥领先”商标，国际分类为科学仪器、运输工具，商标流程信息显示，今年1月，上述两枚商标被撤回注册申请，当前为无效状态。,财经
"#期货大咖聊大宗#连麦中信期货专家，一起聊聊当前期货市场投资机会，IPO放缓80家终止会否引爆股指?螺纹钢开会说了啥？苯乙烯会否跟随原油?
期货
>>
新浪期货的微博直播
 ",财经
【一天一个价！#黄金饰品飙升至每克700元#】4月1日，记者走访南京多家品牌金店，发现金饰单价基本在每克680元到690元左右，投资金条价格在每克550元左右。有店员介绍，按克售卖的金饰额外还有加工费，单价预计要超过700元。还有店铺表示，最近投资金条卖得特别好，昨天某柜台一笔就卖了二十几万元。 ,财经
"【#万科回应再被小股东实名举报#】#万科回应被举报郁亮偷税漏税# 4月1日下午，万科方面回应称，“烟台市百润置业在网上发布对本公司和公司负责人员的恶意言论，内容严重失实。烟台万科和当地合作方的纠纷，目前已经进入司法程序，我们相信法律会给出公正的判断。相关不实指控和商业诋毁，已经构成对个人的诽谤罪和对公司名誉权及商业信誉的非法侵害，公司会采取法律行动维护合法权益。”
4月1日，烟台市百润置业在微信公众号“烟台万林企业管理咨询有限公司”发布名为《关于郁亮操控万科谋取私利有关情况的反映》的文章，引发市场关注。该文章称，以郁亮为首的高管人员利用万科偷税漏税、挪用资金、发放高利贷、洗钱。
上述文章结尾附有烟台市百润置业有限公司、烟台盈兴企业管理咨询有限公司、烟台盈泰企业管理咨询有限公司等十家公司的印章。
更早前的1月18日，烟台市百润置业有限公司在其微信公众号发布《关于万科企业股份有限公司偷税漏税的举报信》，该举报信内容称，早在去年8月，就已经实名举报万科偷税漏税行为，烟台市税务机关进行调查，但5个月来，万科拒不交账，连账目都没有调齐。
多年来，在烟台的房地产市场中，万科是外来的品牌房企中销售额较高的房企。克而瑞统计的数据显示，2023年，万科在烟台市的商品住宅权益销售金额约16亿元，排名第一。不过，相比烟台全市的销售金额，万科的权益市场占有率并不算高，2023年，烟台市区新建商品住宅成交268万平方米，成交均价1.2万元/平方米，成交金额315亿元，权益金额占比5%。（第一财经）#万科#",财经
"【#万科股价创新低#！万科港股重挫12%再创历史新低】#万科回应再被小股东实名举报# 4月2日早盘，万科港股一度重挫12%，创出四年来盘中最大跌幅，股价则续创港股上市以来新低。摩根大通分析师Karl Chan在报告中指出，万科2023财年拟不派息、管理层减薪、公司暂停拿地均传递出压力讯号，投资者对公司短期流动性的担忧不太可能平息。在出现更多确凿证据表明资金压力缓和之前，万科股价将继续承压。#万科回应被举报郁亮偷税漏税# 
万科港股重挫12%再创历史新低",财经
"#万科股价创新低#【万科：去年净利润降超四成，不派息，有息负债微升】#万科回应再被小股东实名举报# 3月28日，万科披露年报，公司2023年实现营业收入4657.39亿元，同比减少7.56%；受开发业务结算规模和结算毛利率下降、部分开发项目计提减值等影响，公司实现归属于上市公司股东净利润121.63亿元，同比下降46.39%。#万科回应被举报郁亮偷税漏税# 
网页链接",财经
"#万科股价创新低#【被烟台百润举报偷税漏税，万科最新回应：内容严重失实】#万科回应被举报郁亮偷税漏税# 针对烟台市百润置业发布有关“关于郁亮操控万科谋取私利有关情况的反映”，万科方面最新回应称，“烟台市百润置业在网上发布对本公司和公司负责人员的恶意言论，内容严重失实。烟台万科和当地合作方的纠纷，目前已经进入司法程序，我们相信法律会给出公正的判断。相关不实指控和商业诋毁，已经构成对个人的诽谤罪和对公司名誉权及商业信誉的非法侵害，公司会采取法律行动维护合法权益。”#万科回应被举报郁亮偷税漏税# 
被烟台百润举报偷税漏税，万科最新回应：内容严重失实",财经
"【小调查：#万科股价创新低#，#摩根大通将万科目标价下调30%#，你敢抄底吗？】4月2日，A股#万科股价大跌#5%创新低。摩根大通将$万科Ａ sz000002$ 评级下调至低配，目标价6元。按照当前万科8.5元股价，摩根大通下调目标价跌幅约30%。消息面上，4月1日，针对烟台市百润置业发布有关“关于郁亮操控万科谋取私利有关情况的反映”，万科方面最新回应称，“烟台市百润置业在网上发布对本公司和公司负责人员的恶意言论，内容严重失实。烟台万科和当地合作方的纠纷，目前已经进入司法程序。
 
网页链接",财经
"【#万科股价创新低#，#摩根大通将万科目标价下调30%#】4月2日，#万科股价大#跌5%创新低引发关注。摩根大通将$万科Ａ sz000002$ 评级下调至低配，目标价6元。按照当前万科8.5元股价，摩根大通下调目标价跌幅约30%。 消息面，4月1日，针对烟台市百润置业发布有关“关于郁亮操控万科谋取私利有关情况的反映”，万科方面最新回应称，“烟台市百润置业在网上发布对本公司和公司负责人员的恶意言论，内容严重失实。烟台万科和当地合作方的纠纷，目前已经进入司法程序，我们相信法律会给出公正的判断。相关不实指控和商业诋毁，已经构成对个人的诽谤罪和对公司名誉权及商业信誉的非法侵害，公司会采取法律行动维护合法权益。” 
新浪证券的微博视频",财经
"#小米SU7退订率40%#【小调查：你考虑买小米SU7吗？】 #小米SU7上市3天近5万用户锁单#  据@孙少军09 发布的数据显示，小米SU7均店累积大定1800~2000台。其中：日均新增进店量：700~1000 批，锁单率：35~40%，退订率：40%。 
 
网页链接
 ",财经
"【#小米SU7退订率40%#】#小米SU7上市3天近5万用户锁单#  据@孙少军09 发布的数据显示，小米SU7均店累积大定1800~2000台。其中：日均新增进店量：700~1000 批，锁单率：35~40%，退订率：40% 。
孙少军表示，小米SU7上市效果超预期，周末迎来进店量高峰，大部分订车客户进店确认，锁单和退订同时迎来高峰。因为门店数量较少，进店量完全超过门店承受能力，部分客户因为无法正常接待和提车时间选择退订，观望交付口碑。",财经
"【#上海飞杭州航班停飞#，折腾啥？】#坐飞机往返上海杭州有必要存在吗# 开通仅不到40天，3月31日起，中国东方航空推出的上海浦东机场往返杭州萧山机场的航班正式停飞。东方航空浙江分公司回应，经营效果未达到预期，执行夏秋航班计划之后，往返杭州与上海之间的航班就不再开行。航班2月22日才正式上线。
自诞生以来，这条短途航线便引发诸多争议。一是价格，沪杭之间飞机经济舱票价为170元，加上机建燃油费，共260元，高铁二等座价格仅为73元。时间上也不合算，沪杭两地间高铁最快仅需46分钟，而飞机计划飞行时间为1小时零5分钟。人们质疑，有人坐飞机往返上海、杭州吗？（华东局）",财经
"【我国电视开机率自2016年的70%跌至30%，你有多久没看电视了？】#被年轻人抛弃的电视为何越卖越贵了# 随着时代的变迁，互联网、智能手机、平板电脑等新媒体的崛起，逐渐蚕食了电视机在家庭中的地位。这些新媒体以其便捷、实时、互动的特点，吸引了越来越多年轻人的目光。人们开始习惯于通过手机、平板随时随地获取信息和娱乐，而电视机则逐渐沦为了家庭中的一个“摆设”。#你多久没打开过电视了# 
我国电视开机率自2016年的70%跌至30%，你有多久没看电视了？",财经
"【支持民营经济高质量发展，多地提升政策“含金量”】#胡锡进称民营经济又一个春天正在到来# 民营经济是推进中国式现代化的生力军，是实现高质量发展的重要基础。近期以来，各地多措并举优化营商环境，激活力、增信心，将政策“含金量”转化为民营经济高质量发展。让企业轻装上阵，才能真正激发活力。土地、资金、人才等要素，都是民营经济发展中面临的资源要素堵点痛点问题。多地政府对症下药，各个击破。
支持民营经济高质量发展 多地提升政策“含金量”",财经
"【#胡锡进称民营经济又一个春天正在到来#】@胡锡进 发博称，“老胡有一种感觉和判断：民营经济的又一个春天正在到来。中国经济的诸多因素正在相互撬动、影响，相对最疲软的时刻很可能已经过去。 
一个突出的例证是小米SU7成功上市，它告诉了我们至少两大事实：一是中国具备在一个有整体优势、但是已经十分拥挤的行业里形成再爆发的技术和市场条件；二是民营企业的心气重新鼓足了起来，虽有巨大市场风险，但真有企业敢往上冲，而且一举获得开门红的巨大成功。换句话说，中国的市场是总体健康的，而且民营企业并非一蹶不振，至少有很多民营企业精神抖擞，志在进取。 
 
这说明国家一段时间以来推出的振兴民营经济政策不断实际落地，并且发挥了作用。就在周日最新公布的制造业采购经理指数时隔五个月首次重回50%以上的扩张区间，达到50.8%，这其中民营企业信心的恢复产生了很重要的叠加影响。 ”",财经
"#被年轻人抛弃的电视为何越卖越贵了#【靠什么拉升电视开机率】如今提起看电视，着实有点闹心。来回切换遥控器和复杂的操作界面让人困惑；各种收费让观众有被割韭菜的感觉；号称海量内容，但量多质不高……《2024年中国智能电视交互新趋势报告》显示，自2016年以来，我国的电视开机率由70%断崖式下降到2022年的30%，曾经的“客厅一哥”成了过气明星。 #你多久没打开过电视了# 
靠什么拉升电视开机率",财经
"【#被年轻人抛弃的电视为何越卖越贵了#】#你多久没打开过电视了# 从去年的终端市场数据来看，全球电视市场品牌整机出货量创下近十年来的新低点。在缩减的市场，各家品牌之间的竞争也更为激烈。与此同时，更多的存量电视也在家中吃灰，我国的电视开机率已经急速下降到2022年的不到30%。一个有意思的现象是，在销量逐渐下滑的背景下，电视市场的零售额却几乎保持了稳定。（钛媒体App）小调查：你还经常看电视吗？
 
网页链接",财经
"【#被年轻人抛弃的电视为何越卖越贵了#】#你多久没打开过电视了# 从去年的终端市场数据来看，全球电视市场品牌整机出货量创下近十年来的新低点。在缩减的市场，各家品牌之间的竞争也更为激烈。与此同时，更多的存量电视也在家中吃灰，我国的电视开机率已经急速下降到2022年的不到30%。
一个有意思的现象是，在销量逐渐下滑的背景下，电视市场的零售额却几乎保持了稳定。在这背后，则是电视产品结构升级，以及上游面板厂商经营性调整后的结果，弥平了销量下降带来的损失。
从一季度目前已有的数据来看，整个中国电视市场仍处于恢复期中，不同机构之间的判断也不尽相同。不过，有一点可以确定的是，那就是电视大盘的销售额是持续增长的。（钛媒体App）
被年轻人「抛弃」的电视，为何越卖越贵了？",财经
